CAT_TRAVELLER,Category of traveller,Duration of stay,Reason for journey,TIME_PERIOD,OBS_VALUE
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2010-07,20110
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2010-08,17750
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2010-09,18840
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2010-10,17530
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2010-11,20330
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2010-12,8830
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2011-01,7530
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2011-02,14030
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2011-03,17490
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2011-04,12090
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2011-05,15130
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2011-06,13070
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2011-07,19310
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2011-08,16780
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2011-09,18370
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2011-10,22330
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2011-11,22050
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2011-12,7940
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2012-01,9290
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2012-02,16420
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2012-03,16790
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2012-04,13220
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2012-05,20320
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2012-06,14440
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2012-07,19010
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2012-08,20980
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2012-09,23530
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2012-10,21610
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2012-11,19770
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2012-12,11190
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2013-01,7700
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2013-02,14240
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2013-03,13140
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2013-04,15630
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2013-05,18670
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2013-06,16330
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2013-07,15850
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2013-08,19130
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2013-09,17640
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2013-10,21140
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2013-11,19140
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2013-12,14680
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2014-01,7780
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2014-02,13110
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2014-03,17610
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2014-04,12760
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2014-05,27630
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2014-06,16560
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2014-07,24700
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2014-08,21020
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2014-09,22520
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2014-10,22750
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2014-11,29430
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2014-12,9840
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2015-01,10930
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2015-02,14450
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2015-03,16540
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2015-04,17560
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2015-05,18300
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2015-06,16130
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2015-07,15380
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2015-08,17850
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2015-09,20130
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2015-10,23390
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2015-11,23080
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2015-12,7490
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2016-01,9380
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2016-02,16920
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2016-03,16210
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2016-04,19490
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2016-05,17020
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2016-06,13890
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2016-07,18530
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2016-08,16840
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2016-09,22680
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2016-10,21890
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2016-11,21860
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2016-12,11030
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2017-01,16160
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2017-02,18090
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2017-03,19510
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2017-04,16980
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2017-05,20520
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2017-06,17680
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2017-07,25890
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2017-08,28310
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2017-09,28350
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2017-10,31730
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2017-11,29200
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2017-12,14600
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2018-01,13310
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2018-02,19980
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2018-03,24040
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2018-04,23070
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2018-05,32240
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2018-06,21630
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2018-07,28520
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2018-08,25450
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2018-09,31780
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2018-10,35350
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2018-11,33200
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2018-12,14990
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2019-01,13520
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2019-02,22530
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2019-03,29750
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2019-04,21570
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2019-05,30390
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2019-06,23860
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2019-07,29110
6,Short-term (less than one year) Visitors arriving,Total,Convention/conference,2019-08,33330
